Column A,Column B,Column C,Column D,Column E,Column F,Column G,Column H,Column I,Column J,Column K,Column L,Column M,Column N,Column O,Column P,Column Q,Column R,Column S
Nominal A.5,Nominal B.2,Nominal C.1,1,4/13/22,,Ordinal G.1,FALSE,,867828,694223,323345,Ordinal M.1,TRUE,31.73006315,Nominal P.6,0.200309725,0.728273056,
Nominal A.2,Nominal B.1,Nominal C.3,8,3/5/21,7.300980833,,FALSE,0.760347983,665582,210629,351021,,,5.333047555,Nominal P.6,0.672792293,0.460265233,
Nominal A.1,Nominal B.2,Nominal C.2,4,9/26/22,,Ordinal G.5,FALSE,,414829,93156,558619,,FALSE,,,0.006866167,0.529464286,3
Nominal A.5,Nominal B.6,Nominal C.1,0,1/15/16,-0.858461081,Ordinal G.8,FALSE,0.687985033,564292,997890,853189,,FALSE,20.12916014,,0.374152946,0.847117961,3
Nominal A.1,,Nominal C.3,8,6/19/21,5.403770142,Ordinal G.5,FALSE,,522305,96462,204855,,,,Nominal P.5,0.270266731,0.894063229,8
Nominal A.5,Nominal B.5,Nominal C.2,2,7/4/17,-7.498163069,Ordinal G.1,FALSE,0.096441669,247576,,605164,Ordinal M.1,TRUE,,Nominal P.4,0.714236185,0.448993458,
Nominal A.5,Nominal B.4,Nominal C.1,0,6/4/16,-2.235430998,,FALSE,,263445,613872,350600,,FALSE,33.29712563,Nominal P.4,0.564445296,0.949216273,6
Nominal A.1,Nominal B.6,Nominal C.1,6,9/4/19,8.60743148,Ordinal G.4,FALSE,0.079673357,251703,,247787,,,8.515763562,,0.633096129,0.39852781,9
Nominal A.2,Nominal B.3,Nominal C.2,3,3/22/23,-5.255852118,,TRUE,0.53468883,862790,476919,537624,,FALSE,48.09438771,,0.187762584,0.034824492,9
Nominal A.3,Nominal B.3,Nominal C.2,0,1/7/21,,Ordinal G.6,FALSE,0.680407748,587569,386883,185138,,TRUE,7.231657181,Nominal P.1,0.224744252,0.44581999,
Nominal A.3,Nominal B.5,Nominal C.3,1,10/12/20,9.122922434,Ordinal G.8,FALSE,0.931959019,139689,872178,935660,,,22.16149378,Nominal P.4,0.64091254,,4
Nominal A.2,Nominal B.2,Nominal C.1,4,10/5/22,-5.417110155,Ordinal G.8,FALSE,,443907,,,,,,,0.736717162,0.828641056,4
Nominal A.1,Nominal B.7,Nominal C.3,7,11/23/20,-4.330089682,,FALSE,0.666832238,,274366,,Ordinal M.4,FALSE,,,0.514490424,0.168583496,6
Nominal A.4,Nominal B.6,Nominal C.2,7,10/27/19,-9.79046424,,FALSE,,,30673,888526,,FALSE,7.257411482,Nominal P.5,0.213186567,0.903271058,2
Nominal A.4,Nominal B.1,Nominal C.2,0,8/12/22,9.985806159,,FALSE,0.036913311,,,633970,,,25.38561975,,0.022997881,0.348151245,
Nominal A.3,Nominal B.2,Nominal C.3,8,11/3/22,-5.196050739,Ordinal G.3,FALSE,0.158544699,,987768,24274,,TRUE,,Nominal P.2,0.80277303,0.297613553,
Nominal A.5,Nominal B.7,Nominal C.2,1,12/10/20,6.862589493,Ordinal G.8,FALSE,0.148991948,503838,457756,366268,,FALSE,,Nominal P.2,0.025195778,0.201801843,
Nominal A.1,Nominal B.2,Nominal C.3,4,6/30/17,-4.716790493,Ordinal G.7,FALSE,,,,169548,,,4.733343877,Nominal P.2,0.39835134,0.364032512,1
Nominal A.5,Nominal B.5,Nominal C.1,0,5/9/21,-8.474651309,Ordinal G.1,FALSE,0.181710661,131276,165954,222029,,,12.9828885,Nominal P.5,0.780205132,0.672051942,4
Nominal A.4,Nominal B.7,Nominal C.1,5,6/20/18,,Ordinal G.2,FALSE,0.393993225,301289,,628764,,TRUE,43.90142594,Nominal P.4,0.021310503,0.363125159,6
Nominal A.1,Nominal B.3,Nominal C.1,7,7/20/19,0.840452633,Ordinal G.5,TRUE,,786347,,,,FALSE,,Nominal P.1,0.849753585,0.179843195,
Nominal A.3,Nominal B.2,Nominal C.1,9,5/22/23,4.82716182,Ordinal G.2,FALSE,0.715162054,,,227727,Ordinal M.2,FALSE,27.76175448,Nominal P.1,0.710538884,,
Nominal A.3,Nominal B.1,Nominal C.1,2,11/10/16,,Ordinal G.1,FALSE,0.66093426,,941920,,,,45.76775234,,0.152929529,0.019558463,8
Nominal A.1,Nominal B.7,Nominal C.1,1,1/4/18,8.312565295,Ordinal G.3,FALSE,0.840772991,,,760626,,,24.77729566,,0.082842078,0.405667206,5
Nominal A.4,Nominal B.3,Nominal C.1,3,12/16/18,-0.893739806,Ordinal G.2,FALSE,0.26866684,293876,208849,804807,Ordinal M.2,,20.52269517,,0.654327919,0.821595791,5
Nominal A.5,,Nominal C.2,0,12/31/21,,Ordinal G.7,FALSE,0.899119206,,,152601,,,38.07606391,Nominal P.6,0.946261275,,2
Nominal A.5,Nominal B.7,Nominal C.1,7,4/26/16,-0.039239095,Ordinal G.2,FALSE,,206001,808892,99117,,FALSE,2.277078407,Nominal P.6,0.811726289,0.808066139,8
Nominal A.3,Nominal B.5,Nominal C.3,1,12/24/16,0.005550103,Ordinal G.5,FALSE,0.146114799,639141,906938,843387,,,21.07812329,,0.854965949,,4
Nominal A.1,Nominal B.4,Nominal C.3,8,1/7/17,-2.023945388,,FALSE,0.35974405,,,423603,,FALSE,7.37139276,Nominal P.6,0.729009897,0.729268224,4
Nominal A.1,Nominal B.7,Nominal C.1,3,5/25/17,-4.237078356,,FALSE,,591636,361232,754829,,FALSE,,Nominal P.1,0.382825133,,
Nominal A.2,Nominal B.4,Nominal C.1,8,5/1/16,-3.343078399,Ordinal G.6,FALSE,,,986712,570377,Ordinal M.4,,22.86226186,,0.413606511,,
Nominal A.3,Nominal B.3,Nominal C.1,2,5/31/19,,Ordinal G.4,FALSE,0.990039747,,408736,130167,Ordinal M.2,TRUE,16.63543483,Nominal P.5,0.421952611,,3
Nominal A.5,,Nominal C.1,8,8/20/20,,Ordinal G.6,FALSE,0.384745727,,819779,,,,33.45855571,,0.010260808,0.028936687,
Nominal A.4,Nominal B.4,Nominal C.2,4,4/13/23,-0.707556684,Ordinal G.1,FALSE,,119650,,,,FALSE,47.4679725,Nominal P.1,0.50148801,0.912883551,4
Nominal A.3,Nominal B.1,Nominal C.3,1,4/2/17,-4.597542785,,FALSE,0.868785771,256459,,717042,,FALSE,38.82701722,Nominal P.4,0.180941475,0.252783225,7
Nominal A.4,Nominal B.5,Nominal C.1,7,3/28/17,-0.867488507,,FALSE,0.27425642,66375,910397,228159,Ordinal M.1,FALSE,3.64221391,Nominal P.2,0.909137757,,8
Nominal A.3,Nominal B.4,Nominal C.1,9,11/8/21,-1.558068492,Ordinal G.3,FALSE,,703631,155432,763811,,FALSE,0.905032885,Nominal P.4,0.285451185,0.825037049,9
Nominal A.4,Nominal B.2,Nominal C.3,9,5/23/22,0.932802008,Ordinal G.5,FALSE,0.065390323,,,,Ordinal M.4,,47.5152164,,0.679631302,0.035083036,2
Nominal A.4,Nominal B.2,Nominal C.3,1,12/14/21,-3.693617625,Ordinal G.7,FALSE,0.532144855,,757033,447859,,FALSE,27.44273954,,0.858917377,0.522879677,6
Nominal A.5,Nominal B.3,Nominal C.3,8,8/29/21,-7.113045936,Ordinal G.5,TRUE,,,212397,,,,12.89050033,Nominal P.2,0.764696767,0.769269497,0
Nominal A.2,Nominal B.4,Nominal C.2,5,1/22/21,-1.514257574,,FALSE,,789819,,,Ordinal M.4,,45.35779635,,0.97303589,0.378371343,0
Nominal A.3,Nominal B.6,Nominal C.3,7,2/27/16,-2.219864372,Ordinal G.4,FALSE,0.317063695,155742,771662,,,FALSE,21.56297365,Nominal P.1,0.07314876,0.163009845,
Nominal A.4,Nominal B.6,Nominal C.2,9,2/19/20,-6.4328078,Ordinal G.2,FALSE,0.317660447,178056,915256,227968,,TRUE,0.899921632,Nominal P.4,0.303054903,0.506790593,
Nominal A.4,Nominal B.5,Nominal C.2,0,5/15/22,,Ordinal G.8,TRUE,,122958,,,,TRUE,,Nominal P.6,0.961358095,0.980251744,4
Nominal A.2,Nominal B.4,Nominal C.3,3,11/28/23,,Ordinal G.5,TRUE,0.733982374,958815,72757,437611,Ordinal M.1,FALSE,45.63902303,Nominal P.6,0.0302531,0.824983929,6
Nominal A.4,Nominal B.7,Nominal C.1,7,4/21/21,9.470263352,Ordinal G.4,FALSE,0.158587444,630684,29957,485760,,,23.70771604,Nominal P.2,0.619780656,0.181340396,
Nominal A.5,,Nominal C.3,9,12/29/23,,,FALSE,0.59140367,,710039,167311,,,,Nominal P.5,0.971277311,,
Nominal A.3,Nominal B.4,Nominal C.3,8,6/28/20,,Ordinal G.8,FALSE,0.524101061,,298099,180620,Ordinal M.1,,11.00162698,Nominal P.4,0.527879642,,
Nominal A.4,Nominal B.5,Nominal C.2,6,10/8/19,2.505397582,Ordinal G.6,FALSE,,987397,391920,,,FALSE,42.11642055,Nominal P.5,0.591335747,0.343366968,
Nominal A.4,Nominal B.2,Nominal C.2,0,8/1/23,-4.125242714,,FALSE,0.40303952,,,831544,,,6.215262295,Nominal P.1,0.999594604,,9
Nominal A.2,Nominal B.3,Nominal C.3,4,6/26/22,4.672314455,Ordinal G.8,TRUE,0.011636776,380061,517707,192322,,TRUE,16.36375906,Nominal P.6,0.070504493,0.153493234,
Nominal A.1,Nominal B.6,Nominal C.3,3,8/28/21,9.549814589,,FALSE,0.97282145,,134421,237394,Ordinal M.3,,,,0.864976138,0.742740435,1
Nominal A.5,,Nominal C.1,2,2/27/23,,Ordinal G.3,FALSE,0.884962227,744399,277098,,,TRUE,37.6239257,,0.330358777,0.789611654,
Nominal A.1,Nominal B.2,Nominal C.3,1,12/25/19,-4.683699915,Ordinal G.3,TRUE,0.191826944,739541,,,Ordinal M.3,FALSE,11.63546378,Nominal P.1,0.824876788,,
Nominal A.2,Nominal B.4,Nominal C.3,7,5/19/23,1.56991982,Ordinal G.2,FALSE,0.458339685,,734886,709761,Ordinal M.3,FALSE,,Nominal P.2,0.324533221,0.846502746,
Nominal A.2,Nominal B.3,Nominal C.2,1,5/23/17,,Ordinal G.1,FALSE,,403210,,744039,,FALSE,45.81438847,,0.880289625,0.824289558,6
Nominal A.3,Nominal B.7,Nominal C.2,9,9/27/19,-4.148367268,Ordinal G.6,TRUE,0.229217365,885023,511148,858575,Ordinal M.2,TRUE,7.096834593,,0.289434336,0.397745405,
Nominal A.1,Nominal B.7,Nominal C.3,0,6/4/19,-6.329185074,Ordinal G.1,FALSE,0.435320089,308971,708740,465073,,,48.89530131,Nominal P.2,0.312811065,0.870524331,
Nominal A.4,Nominal B.4,Nominal C.2,8,7/2/21,,Ordinal G.1,FALSE,0.936899255,376836,13621,103471,,,48.89370956,,0.593520979,0.439500195,5
Nominal A.4,Nominal B.4,Nominal C.2,5,10/12/16,-4.202920831,Ordinal G.2,FALSE,,95512,,697822,Ordinal M.4,FALSE,16.52376568,,,0.231578092,
Nominal A.2,Nominal B.7,Nominal C.2,6,1/30/16,3.029250827,Ordinal G.2,FALSE,0.56973965,804832,827737,123566,,,46.25148901,Nominal P.3,0.105489145,0.917776309,
Nominal A.4,Nominal B.5,Nominal C.2,0,3/12/19,-2.495749891,Ordinal G.3,FALSE,0.180475154,790489,,339703,,TRUE,42.73014841,,,0.213006444,0
Nominal A.2,Nominal B.5,Nominal C.2,7,10/8/23,8.748063653,Ordinal G.2,FALSE,,,,200397,Ordinal M.2,,35.65332372,Nominal P.3,0.171354011,0.338465588,
Nominal A.1,Nominal B.1,Nominal C.1,2,1/17/20,-0.062200027,Ordinal G.5,FALSE,0.872930869,455737,856499,289263,,,38.72143393,Nominal P.6,0.134344018,0.218508956,1
Nominal A.1,Nominal B.1,Nominal C.3,3,12/15/21,-8.190226585,Ordinal G.8,FALSE,,,477718,111972,,FALSE,33.6917386,,0.306937444,0.228748433,1
Nominal A.5,Nominal B.3,Nominal C.2,8,6/1/21,,Ordinal G.8,FALSE,0.97441395,,101189,166669,Ordinal M.2,,43.79379378,Nominal P.2,0.023031131,0.409368824,
Nominal A.1,Nominal B.4,Nominal C.3,3,6/16/20,4.088370594,Ordinal G.7,TRUE,,402943,,261451,Ordinal M.2,,8.730222492,,0.877183787,0.060210539,8
Nominal A.5,Nominal B.6,Nominal C.3,7,5/20/22,8.642440508,Ordinal G.3,TRUE,,142907,992879,411670,,TRUE,10.03493753,,0.839858802,0.013465553,5
Nominal A.1,Nominal B.5,Nominal C.1,6,3/27/16,,Ordinal G.8,FALSE,0.39905385,480401,498297,582070,,,15.3476127,,0.916574798,,2
Nominal A.3,Nominal B.6,Nominal C.1,0,12/25/22,9.209192975,Ordinal G.8,FALSE,0.141250498,842928,781271,205110,,TRUE,17.53726741,Nominal P.6,0.038676576,,5
Nominal A.3,,Nominal C.3,8,3/9/20,4.459071588,Ordinal G.1,FALSE,0.293352697,250290,32147,619265,,TRUE,0.083662994,Nominal P.2,0.038380007,0.673137713,8
Nominal A.3,Nominal B.1,Nominal C.1,9,6/8/19,-9.049982261,Ordinal G.7,FALSE,0.18254416,511043,38019,904287,Ordinal M.3,TRUE,6.1556707,Nominal P.4,0.179480813,0.32456177,7
Nominal A.2,Nominal B.4,Nominal C.1,4,5/6/17,8.017423774,Ordinal G.7,FALSE,,29815,,819578,,FALSE,40.3931258,Nominal P.5,0.37995192,0.06391428,1
Nominal A.2,Nominal B.1,Nominal C.3,9,8/8/21,-6.606162214,Ordinal G.5,FALSE,,900697,916956,481085,,,,Nominal P.4,0.944586695,0.247235426,3
Nominal A.3,Nominal B.7,Nominal C.1,6,7/11/16,,,FALSE,0.423501057,768876,,492669,Ordinal M.4,TRUE,,Nominal P.6,0.901197931,0.677729603,3
Nominal A.4,Nominal B.5,Nominal C.2,4,1/10/21,,Ordinal G.5,FALSE,0.256868818,642281,,,Ordinal M.2,TRUE,,Nominal P.6,0.663904703,0.380905606,
Nominal A.2,Nominal B.5,Nominal C.3,3,1/10/20,,Ordinal G.2,FALSE,0.299230561,840328,9418,32423,,,22.07728842,,0.296885272,0.896297456,2
Nominal A.4,Nominal B.7,Nominal C.3,4,4/12/19,-6.897948202,Ordinal G.8,FALSE,0.972450229,591615,403332,776811,Ordinal M.2,,,Nominal P.5,0.255071177,0.885730798,0
Nominal A.3,Nominal B.4,Nominal C.3,3,2/14/22,-5.798490279,Ordinal G.3,FALSE,0.353960489,196490,598937,646827,,FALSE,43.81559029,Nominal P.5,0.868574159,,
Nominal A.5,Nominal B.1,Nominal C.1,8,1/18/21,-2.311656491,Ordinal G.1,TRUE,,276763,104974,715778,Ordinal M.4,TRUE,12.26878837,Nominal P.6,0.85192008,0.444290435,9
Nominal A.2,Nominal B.1,Nominal C.3,3,1/30/21,-7.569264471,,FALSE,,,203550,,,,,Nominal P.3,0.874081656,,6
Nominal A.4,Nominal B.1,Nominal C.3,5,9/19/16,0.61948849,Ordinal G.3,FALSE,0.766078956,,461574,,,FALSE,,Nominal P.5,0.281866203,0.045682243,
Nominal A.2,Nominal B.2,Nominal C.2,6,6/14/17,-9.972807523,,FALSE,,523350,601825,657330,,TRUE,25.33535913,,0.426174449,0.993765001,9
Nominal A.2,Nominal B.7,Nominal C.2,7,12/7/23,6.330720667,Ordinal G.6,FALSE,0.120366789,312353,,278324,,,27.04196719,,0.885834799,0.371881539,
Nominal A.2,,Nominal C.2,3,8/4/22,5.256277235,Ordinal G.8,FALSE,,80018,,487123,,,29.38883947,Nominal P.1,0.001274636,0.612707485,3
Nominal A.2,Nominal B.4,Nominal C.1,3,10/23/23,8.458321807,Ordinal G.2,FALSE,0.538697505,583999,,948236,,,,Nominal P.2,0.253555549,0.784120269,
Nominal A.4,Nominal B.2,Nominal C.1,6,6/25/18,,Ordinal G.1,FALSE,,,710892,862608,,,48.2182878,Nominal P.3,0.178322796,0.932806873,2
Nominal A.3,Nominal B.1,Nominal C.3,5,8/22/18,-4.439120658,Ordinal G.7,FALSE,0.130350777,847548,,156156,,,9.312002096,,0.886162418,0.671663083,0
Nominal A.3,Nominal B.4,Nominal C.3,5,8/21/19,,,FALSE,0.68328254,,637323,81411,,,,Nominal P.4,0.185957737,0.358064492,9
Nominal A.4,Nominal B.2,Nominal C.3,1,1/18/20,-3.570143581,Ordinal G.8,TRUE,,629004,272788,936356,,FALSE,33.8998331,Nominal P.6,0.533657046,0.614651973,
Nominal A.5,Nominal B.5,Nominal C.3,6,9/5/16,0.63978969,Ordinal G.1,FALSE,0.162346434,,704278,423195,,TRUE,11.0561598,Nominal P.3,0.125004923,,5
Nominal A.3,Nominal B.7,Nominal C.2,9,1/24/21,-5.19692526,Ordinal G.8,FALSE,0.621807114,908761,967125,451729,,,28.14856258,Nominal P.1,0.476036608,0.640467633,0
Nominal A.5,Nominal B.1,Nominal C.3,2,5/9/20,1.930375281,,TRUE,0.72186824,376133,428547,312182,,,35.84982124,Nominal P.5,,0.61195909,1
Nominal A.3,Nominal B.3,Nominal C.3,5,11/21/21,,,TRUE,,443943,298650,316243,,,,Nominal P.2,0.353405991,,
Nominal A.3,Nominal B.5,Nominal C.3,7,2/11/21,-5.071274734,Ordinal G.6,FALSE,,,794216,89930,,FALSE,29.49857566,,0.356148227,0.939270979,6
Nominal A.5,Nominal B.4,Nominal C.1,8,11/5/17,,Ordinal G.8,FALSE,,818283,951248,397919,Ordinal M.4,,31.04206704,Nominal P.3,0.109437709,0.334762469,3
Nominal A.1,Nominal B.3,Nominal C.2,7,1/17/18,9.414384253,Ordinal G.8,TRUE,0.242362936,,370300,545896,Ordinal M.2,,,Nominal P.2,0.429837834,,
Nominal A.4,Nominal B.1,Nominal C.2,7,10/25/22,4.225745691,Ordinal G.3,FALSE,,357715,,772542,,FALSE,4.029457647,Nominal P.3,0.051794266,0.499069696,
Nominal A.4,Nominal B.1,Nominal C.1,9,4/27/16,-9.08952444,Ordinal G.1,TRUE,0.506923771,,108055,232299,,TRUE,38.49300185,Nominal P.4,0.806960706,0.71220834,5
Nominal A.3,Nominal B.3,Nominal C.1,4,6/2/19,-8.721117401,,FALSE,,584697,494813,668379,Ordinal M.4,TRUE,20.35638176,Nominal P.5,0.344038431,0.446247141,3
Nominal A.4,Nominal B.7,Nominal C.1,1,2/21/18,-9.217738066,Ordinal G.3,FALSE,,732146,50255,196532,,TRUE,17.6826227,,0.002268558,0.266708823,3
Nominal A.1,Nominal B.4,Nominal C.2,0,6/20/19,-4.634150196,Ordinal G.7,TRUE,0.637329901,862774,756233,,,,,,0.75438792,0.853950734,8
Nominal A.2,Nominal B.3,Nominal C.1,7,4/5/22,5.294067109,Ordinal G.7,FALSE,,322334,247700,71712,,,10.19438431,,0.123915043,0.954578144,4
Nominal A.2,Nominal B.5,Nominal C.3,2,2/11/23,,,TRUE,,168268,992280,570199,Ordinal M.1,,,Nominal P.2,0.052204137,0.30035371,
Nominal A.5,Nominal B.7,Nominal C.3,9,5/10/22,9.842674137,,FALSE,0.425962358,327310,129644,516552,,TRUE,30.45264975,Nominal P.1,0.701095477,0.181310094,9
Nominal A.4,Nominal B.1,Nominal C.1,3,5/28/16,-3.39022803,Ordinal G.2,TRUE,0.94071161,807717,61108,100731,Ordinal M.2,,21.96684821,,0.634846431,0.865487429,
Nominal A.4,Nominal B.3,Nominal C.2,2,1/22/17,5.242380108,,TRUE,0.94443198,695232,,,,FALSE,6.092320629,,0.221559931,0.609529327,2
Nominal A.5,Nominal B.2,Nominal C.1,3,7/31/21,,Ordinal G.6,FALSE,0.175181083,863662,153931,42595,Ordinal M.3,,18.53436517,,0.16540652,,2
Nominal A.3,Nominal B.2,Nominal C.2,2,9/26/17,1.01408487,Ordinal G.8,TRUE,,,342532,552624,Ordinal M.4,TRUE,38.90732192,Nominal P.6,,0.967925372,7
Nominal A.5,Nominal B.7,Nominal C.1,1,7/18/19,-6.230243806,Ordinal G.4,FALSE,,736094,284891,623276,,TRUE,,Nominal P.4,0.669232074,0.080185954,2
Nominal A.5,Nominal B.5,Nominal C.3,9,9/21/16,1.519087226,Ordinal G.1,FALSE,0.131584042,,,874574,,,27.91409883,Nominal P.4,0.513573371,0.208694747,3
Nominal A.5,Nominal B.7,Nominal C.2,0,10/12/22,5.836162912,Ordinal G.2,FALSE,0.7740767,681804,,383462,,FALSE,17.14233263,Nominal P.2,0.14469334,0.348639356,2
Nominal A.5,Nominal B.4,Nominal C.2,4,9/15/17,9.628147662,Ordinal G.5,FALSE,0.193516267,426159,635760,732556,Ordinal M.4,,,Nominal P.3,0.081016499,0.934728177,9
Nominal A.3,,Nominal C.3,3,5/13/17,2.527486008,,FALSE,0.036040649,348759,368926,359677,Ordinal M.2,TRUE,,,0.193331458,0.820737881,2
Nominal A.5,Nominal B.3,Nominal C.2,4,12/9/19,,Ordinal G.1,TRUE,0.459759426,167316,142772,837733,Ordinal M.1,,29.66959089,Nominal P.5,0.803169812,0.810915651,
Nominal A.1,Nominal B.3,Nominal C.1,3,9/9/22,8.672948604,Ordinal G.1,FALSE,,7524,,726890,Ordinal M.4,,36.99914501,,0.534285489,,0
Nominal A.1,Nominal B.6,Nominal C.2,6,3/4/21,-6.622997541,Ordinal G.1,FALSE,,690937,,728397,Ordinal M.2,FALSE,,Nominal P.3,,0.554987705,
Nominal A.3,Nominal B.4,Nominal C.3,8,3/21/16,0.22592506,Ordinal G.7,FALSE,0.112153864,354254,,286933,,,40.72064236,Nominal P.6,0.2187454,0.75365714,
Nominal A.5,,Nominal C.1,4,5/26/16,-6.502906063,Ordinal G.7,FALSE,,718399,708980,712362,Ordinal M.1,,7.992287782,,0.584130267,0.25334693,3
Nominal A.3,,Nominal C.1,3,7/10/17,6.189145424,Ordinal G.3,FALSE,,,,854685,Ordinal M.2,TRUE,30.38280592,Nominal P.4,0.314349822,0.056887868,
Nominal A.2,Nominal B.2,Nominal C.2,8,11/17/21,-1.274459581,Ordinal G.7,TRUE,,475824,365902,767498,Ordinal M.2,TRUE,,Nominal P.4,0.401006198,,6
Nominal A.3,Nominal B.2,Nominal C.2,4,6/4/23,9.910679479,,FALSE,,511847,943053,14367,,FALSE,25.94377363,Nominal P.3,0.914198033,,
Nominal A.1,Nominal B.7,Nominal C.2,8,5/21/19,7.788965506,Ordinal G.2,FALSE,,,,,,,37.14449702,Nominal P.4,0.645260053,,0
Nominal A.2,Nominal B.4,Nominal C.2,2,7/23/18,-5.454248414,Ordinal G.7,FALSE,,742344,775231,22343,Ordinal M.2,TRUE,7.194170047,Nominal P.3,0.246887656,0.741148967,1
Nominal A.2,Nominal B.1,Nominal C.3,4,7/24/22,,Ordinal G.2,TRUE,0.777201411,181271,440451,867803,Ordinal M.1,,44.42337264,Nominal P.6,0.808054343,,
Nominal A.2,Nominal B.7,Nominal C.2,0,1/17/20,,,TRUE,0.58882641,,229069,285055,,TRUE,32.29306312,,,0.872498725,7
Nominal A.1,Nominal B.4,Nominal C.1,9,6/15/18,8.775431557,,TRUE,,826935,,848715,,TRUE,15.4923018,,0.833872938,0.957807106,
Nominal A.2,Nominal B.1,Nominal C.3,5,12/3/16,1.504317213,Ordinal G.2,TRUE,0.391773424,400688,818023,926779,,TRUE,,Nominal P.5,0.353753045,0.993260869,
Nominal A.2,Nominal B.3,Nominal C.3,4,3/8/18,,Ordinal G.4,TRUE,0.630273025,567141,,549192,,TRUE,7.141686961,Nominal P.3,0.820636628,0.268390125,0
Nominal A.1,Nominal B.6,Nominal C.3,1,2/10/18,-1.074262071,Ordinal G.5,TRUE,0.566161709,943279,579794,695893,,,8.08843726,Nominal P.5,0.612878843,0.579280131,
Nominal A.3,Nominal B.5,Nominal C.1,3,4/13/19,,Ordinal G.1,FALSE,,847752,737065,861146,,,41.48192017,,0.461399807,0.23191013,
Nominal A.4,Nominal B.2,Nominal C.3,8,5/8/22,-7.61976507,,FALSE,,363279,939327,,,,39.08220494,Nominal P.6,0.288066374,,5
Nominal A.1,Nominal B.2,Nominal C.2,0,2/15/21,2.550156204,,FALSE,,416645,,,,TRUE,,,0.350791278,,1
Nominal A.3,Nominal B.3,Nominal C.1,9,3/12/22,,Ordinal G.2,FALSE,0.290599277,942136,,102361,,FALSE,,,0.111022831,0.954121558,9
Nominal A.1,Nominal B.2,Nominal C.3,5,1/13/17,,Ordinal G.4,FALSE,0.707538563,934245,568170,466087,,FALSE,5.710888521,Nominal P.4,0.730076909,,
Nominal A.2,Nominal B.6,Nominal C.1,1,1/28/16,-9.132620667,Ordinal G.1,TRUE,0.800630913,415335,92581,499855,,TRUE,8.108921556,,0.94388233,0.704628338,
Nominal A.1,Nominal B.3,Nominal C.2,0,3/4/23,-8.403070531,Ordinal G.7,TRUE,0.86409728,554316,591828,731402,,TRUE,23.35623708,,0.083431646,,
Nominal A.3,Nominal B.4,Nominal C.1,9,10/26/17,-5.212142328,Ordinal G.7,TRUE,0.308594674,605613,139046,326966,,,17.2129718,Nominal P.3,0.429196804,0.387462612,4
Nominal A.5,Nominal B.4,Nominal C.2,2,11/17/20,6.540901838,Ordinal G.3,FALSE,0.879676045,923180,158848,719023,,,,Nominal P.5,0.502799441,0.422592273,1
Nominal A.1,Nominal B.3,Nominal C.1,2,4/20/20,5.88726217,Ordinal G.2,FALSE,,,,586133,Ordinal M.2,FALSE,44.47395468,Nominal P.5,0.825166658,0.206192115,6
Nominal A.1,Nominal B.6,Nominal C.3,9,11/1/16,,Ordinal G.1,FALSE,,,882633,68230,,,13.57184522,Nominal P.2,0.344129576,0.400159738,
Nominal A.5,,Nominal C.2,2,2/26/21,,,FALSE,0.533212609,,706608,475503,Ordinal M.1,,,,0.655618054,0.443973916,
Nominal A.1,Nominal B.4,Nominal C.1,0,9/2/21,-3.650787698,Ordinal G.3,FALSE,,913497,,,,,,Nominal P.2,0.759904838,0.400117892,
Nominal A.2,Nominal B.2,Nominal C.1,6,6/8/16,5.613336299,Ordinal G.7,TRUE,0.358957995,342083,667460,278001,,,44.22391299,Nominal P.4,0.290171955,0.091023967,7
Nominal A.5,,Nominal C.2,6,8/26/22,-8.566353934,Ordinal G.7,FALSE,0.803752723,323108,,739872,,,29.39663907,Nominal P.5,0.582104958,0.733547404,6
Nominal A.2,Nominal B.1,Nominal C.1,8,4/1/21,9.567254171,,FALSE,,,21771,882923,,FALSE,47.05149532,,0.035507838,,
Nominal A.3,Nominal B.4,Nominal C.2,9,9/2/16,,Ordinal G.1,FALSE,0.889745758,362238,,974555,Ordinal M.1,,21.18114789,,0.29811557,0.363964099,5
Nominal A.3,Nominal B.5,Nominal C.3,5,3/21/23,-2.727389055,Ordinal G.3,FALSE,0.650095209,79003,984053,238969,,,47.24016444,Nominal P.4,0.132137328,0.08055361,
Nominal A.2,,Nominal C.1,3,5/22/18,-4.385184836,Ordinal G.4,FALSE,0.15191005,,858848,399306,Ordinal M.1,FALSE,40.62303723,Nominal P.6,0.05953873,0.944019892,
Nominal A.5,Nominal B.2,Nominal C.1,0,10/24/21,7.934519433,,TRUE,,,247282,,Ordinal M.2,,44.37324578,,0.682406399,,8
Nominal A.4,Nominal B.1,Nominal C.2,6,12/4/16,,Ordinal G.4,FALSE,0.931098866,666623,468420,862993,Ordinal M.1,FALSE,22.21442065,,0.861623101,0.324037201,
Nominal A.4,Nominal B.3,Nominal C.3,4,4/7/17,-7.307616755,Ordinal G.8,FALSE,0.733281858,,325272,,Ordinal M.3,TRUE,16.67295458,Nominal P.5,0.934172514,0.752421578,4
Nominal A.2,Nominal B.4,Nominal C.3,1,12/5/16,,Ordinal G.1,FALSE,0.770652716,601834,46120,,Ordinal M.3,TRUE,27.45684044,Nominal P.4,0.382138964,0.723205829,2
Nominal A.2,Nominal B.7,Nominal C.2,1,9/18/16,-4.910148826,,FALSE,0.127142418,,245733,439897,,FALSE,,Nominal P.6,0.8340535,0.175558616,5
